카페명,판정,registry매칭,지역,정보등급,유튜브_언급영상,유튜브_최고조회수,유튜브_요약,주소_Pass1,블로그_유효스니펫,블로그_블로거수,블로그_최신포스트,블로그_총량참고,지역검색_상호,지역검색_업종,지역검색_주소,플래그,스니펫예시
카페보롬왓 (Cafe Boromwat),유지,,표선,high,1,79313,"주차 가능, 반려동물 동반 가능.",제주 서귀포시 표선면 번영로 2350-104,11,11,20260706,1165,보롬왓,"여행,명소>관람,체험",제주특별자치도 서귀포시 표선면 번영로 2350-104,이름불일치;비카페업종,제주에서 2년 살다 온 사람으로 제주 전 지역을 이 잡듯이 다녀봤습니다. 제주 카페 보롬왓은 제주 동부... 카페 보롬왓을 갈 때 제주 동부 지역 가볼 만한 곳 경유지를 알려드릴 
카페루시아 (Cafe Lucia),유지,O,사계,high,1,79313,"주차 가능, 야외에서 반려동물 동반 가능합니다.",제주 서귀포시 안덕면 난드르로 49-17,11,11,20260509,16,카페루시아 본점,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 난드르로 49-17,,곳은 제주 서귀포 창천리에 위치한 ‘카페 루시아’CAFE LUCIA입니다. 애견 동반 가능(야외만 가능) 주차... 제주도 여행중이시라면 카페루시아 꼭 방문하시는 걸 추천드려요! 
wiee 카페,유지,,애월,low,1,25405,애월 방문지 목록에 포함된 카페.,,11,11,20260418,1951,위이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,이름불일치,잔말 말고 제가 제주도 여행 중에 제일 좋았던 순간이 언제냐 하면 저는 제주 위이 Wiee 카페! 여기를 꼽을 것 같아요 정말 너무너무 좋았거든요 여기는 예전부터 가고 싶었던 카페
렌시아 카페,유지,,협재,low,1,638,,,11,11,20260622,348,렌시아,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 협재로 227-3 렌시아,이름불일치,당근케이크 찾아서 먹지는 않는데 제주도 오면 괜히 먹어야 할 거 같은 느낌 ㅎ  너는 아까 봤던 고양이잖아 ~~~~ 렌시아 카페 제주 서쪽에서도 동백꽃 볼 수 있는 곳 잔물결에서 
귤꽃 카페,유지,,함덕,low,1,500,,,11,11,20260607,9008,귤꽃카페 함덕본점,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 함덕2길 90 당일예약제카페,,"풋귤을 선물로 주시더라구요 ㅎㅎㅎ 카페가 굉장히 여유롭고 편안한 분위기이면서, 음료도 맛있고 동물들도 볼 수 있는! 다시 제주도 오면 또 방문하고 싶은! 제주 귤꽃카페입니다! 함덕"
피노스커피,유지,O,제주시내,high,1,2849,조용하고 잔잔한 분위기로 혼자 공부나 작업하기에 적합하며 에스프레소 로마노와 아이스아메리카노(아아)가 인기라는 언급이 있음.,제주 제주시 월랑로8길 1 아란야플라자 1층 101호,14,11,20260430,36,피노스커피,"음식점>카페,디저트",제주특별자치도 제주시 월랑로8길 1 아란야플라자 1층 101호,,잘안마시는데 제주공항 근처 카페 피노스커피에서 한입먹어보고 깸놀했어요. 맛있어서!! 진하고 쌉싸름한데 부드럽고 일반 커피랑 큰차이 안느껴졌어요. 여기 시그니처로 보이는 딸기라떼 너
제주다테이블,유지,,협재,high,1,2388,협재해변 근처 브런치 카페.,제주특별자치도 제주시 한림읍 금능길 79 2층,11,11,20260316,4087,제주다 테이블 협재금능점,브런치카페,제주특별자치도 제주시 한림읍 금능길 79 2층,,"또 먹구용 런던 베이글 뮤지엄 베이글은 서울로 포장 ✈️ 귀여운 스티커도 줍줍 역시 girl들만 있다고 귀여운 소품샵만 돌아댕김ㅎ 팀원분이 찍어준 내 뒷모습과 함께 제주다 테이블,"
한림북카페,유지,,한림,low,1,19,,,11,11,20260324,1364,달리책방,"쇼핑,유통>서점",제주특별자치도 제주시 한림읍 월계로 18,이름불일치;비카페업종,"건너편에는 마을회관 주차장도 있기에 주차 걱정 노노 한림 고등학교 인근에 있어 버스를 이용하는 뚜벅이 여행자들이 찾아오기도 편리하고, 근처에 유명한 푸딩 카페 우무도 있으니 같이 "
LONGLIVE,유지,,제주시내,low,1,129085,,,10,10,20260129,1216,롱리브,"카페,디저트>카페",제주특별자치도 제주시 아란3길 13-3 1층 카페 롱리브,이름불일치,뭔지 모르곘다 ㅋㅋ 제주 배달인가?)로 집에서도 즐길수있다! 오른쪽은 벽에 따라 2인석 원형테이블... 제주라... 혹시 다른 맛있는 아이스크림 있을거같기도 했지만 ㅋㅋ 아 ㅠㅠㅠ
선셋클리프,유지,,애월,low,3,90196,,,10,10,20260316,3441,썬셋클리프,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월로1길 19-8,이름불일치,"선셋 클리프 우리가 떠나온 인천은 온종일 비가 내린다고, 뭔 10월의 날씨가 이러하냐고, 지인들은 볼멘소리로 비 소식을 전해오는데 제주의 하늘은 맑고 푸르기만 하였다. 딸을 내보낸"
머문카페,유지,,월정리,low,1,513,,,10,10,20260407,15844,머문 베이커리카페,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 460 2층,이름불일치,"제주 머문카페는 규모가 커서 자리 걱정도 덜한 편입니다. 제주 월정리 카페 머문카페 베이커리 메뉴 베이커리 코너에는 크루아상, 초코 페이스트리 등 다양한 빵들이 준비되어 있었어요."
템푸스,유지,O,월정리,low,1,3532,,,10,10,20260624,294,템푸스,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 478 템푸스 TEMPUS,,흑돼지돈가스 #템푸스 #제주맛집 #제주동쪽맛집 #제주흑돼지돈가스맛집 #월정리맛집 오늘은 동쪽여행 본격적으로 하는 첫 날!! 우선 조식부터 먹고 시작해볼까요~ 폴레폴레게스트하우스 조
호자 Hoja,유지,,세화,low,1,102088,,,10,10,20260621,266,호자,음식점>일식>돈가스,제주특별자치도 제주시 구좌읍 세화8길 7 1층,이름불일치;비카페업종,제주구좌맛집 제주세화맛집 세화혼밥추천 호자 ( HOJA ) 주소 제주 제주시 구좌읍 세화8길 7 1층 영업시간 10:30 - 16:00 ** 매주 월요일 정기휴무 ** ** 재료소
카페서연의집,유지,O,남원,high,4,28050,,제주 서귀포시 남원읍 위미해안로 86,10,10,20260308,880,카페서연의집 건축학개론촬영지,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 위미해안로 86 건축학개론촬영지 카페서연의집,,#제주카페 #제주남원카페 #제주서귀포오션뷰카페 #제주오션뷰카페 #제주바다가보이는카페 #제주카페서연의집 #카페서연의집 #건축학개론촬영지 #영화건축학개론촬영지 #제주영화촬영지 #제주영
테,유지,O,중문,low,1,13609,,,10,10,20260626,1035890,테 마타 호텔 서귀포 제주,숙박>호텔,제주특별자치도 서귀포시 중앙로47번길 25 테 마타 호텔,비카페업종,제주 여행을 끝내고 12월초에 오사카로 떠나게 되었습니다. 일본은 어렸을때 한번 가봐서 사실상 처음이나 마찬가지였기 때문에 굉장히 설랬어요. 김포공항이나 인천공항에서 떠나는게 아니
우도소품관,유지,O,우도,high,1,247,영업시간: 10:00 - 17:00.,제주 제주시 우도면 우도해안길 1128,10,10,20250729,1589,우도소품관,"가구,인테리어>인테리어소품",제주특별자치도 제주시 우도면 우도해안길 1128,비카페업종,제주 우도 1박 2일 여행 중 들린 소품샵 우도소품관 안녕하세요 일상을 여행처럼 즐기는 소금입니다. 저는 우도 여행을 가는 친구가 있다면 꼭 우도에서 1박을 하라고 추천을 하곤 하
온오프 우도,유지,,우도,low,1,16653,우도 방문 중 소개된 카페 브랜드(우도 지점).,,10,10,20260616,5217,온오프,음식점>일식>돈가스,제주특별자치도 제주시 우도면 우도해안길 876 온오프,이름불일치;비카페업종,우도 온오프 돈까스 (흑돼지 돈까스와 예쁜 플레이팅) 제주도 우도 여행을 준비하면서 선정했던 우도 돈까스 맛집 입니다. 참고로 내돈내산내먹 후기 리뷰입니다. 포스팅 보면서 참고하시
그라나다 카페,유지,,제주시내,low,1,6285,,,10,10,20260605,2548,그라나다,"카페,디저트>카페",제주특별자치도 제주시 도공로 86-1,이름불일치,"된 제주공항 근처 카페 ""그라나다 카페"" 네이버에 검색해 보니 비행기를 가까이에서 볼 수 있는 “비행기 뷰 카페”라고 하더라고요! 완전 럭키비키잖아?ㅎㅎ 잠깐 들러 테이크아웃하기로"
카페 콜로세움 제주,유지,,제주시내,high,1,33761,"웅장한 인테리어와 넓은 정원·테라스가 있는 대형 브런치 카페이며, 참숯 항아리 흑돼지 바베큐와 브런치 메뉴를 제공하고 바베큐 주문 시 생맥주 2",제주 제주시 민오름길 14 카페 콜로세움 제주,10,10,20260525,190,콜로세움,"음식점>카페,디저트",제주특별자치도 제주시 민오름길 14 카페 콜로세움 제주,이름불일치,▶ 노형동카페 콜로세움: 제주시 민오름길 14 ☎ 070-8211-0478 ※ 매일9시~23시 ☞ 민오름 초입에 있어서 민오름 산책하기도 좋아요. ☞ 근처에 꿈바당 어린이 도서관도
재미 제주,유지,,한림,high,1,2505,"입구 주차가능, 운영시간 및 브레이크타임/라스트오더 안내가 본문에 있음.",제주 제주시 한경면 용당길 88 1층,10,10,20260619,1618687,재미제주,음식점>양식,제주특별자치도 제주시 한경면 용당길 88 1층,비카페업종,"재미제주 주소:제주시 한경면 용당길 88 1층 시간:11:00-20:00(15:00-17:00 브레이크 타임, 14:20, 19:20 라스트오더) 휴무:매주 화, 수 정기휴무 주차"
오션컬러,유지,O,조천,low,1,593,,,10,10,20260119,10454,오션컬러,"카페,디저트>카페",제주특별자치도 제주시 조천읍 조함해안로 378 1층,,"지난 3편에 이어 4편 오늘은 회사에 친한동생들이 제주도 당일치기로 오는날이다. 내가 제주도를 혼자... 카페 ""오션컬러"" 그 카페에 들어오니 귀여운 강아지가 있었고 강아지를 너무"
디앤디파트먼트 (D&Department),유지,,제주시내,mid,1,781,제주공항 근처 탑동 지역에 있는 식당&카페로 소품과 빈티지 가구를 함께 구경할 수 있는 공간임.,,10,10,20260523,1401,D&DEPARTMENT JEJU,"쇼핑,유통>종합생활용품","제주특별자치도 제주시 탑동로2길 3 1층 카페, 2층 스토어",이름불일치;비카페업종,제주 탑동 카페 디앤디파트먼트 제주 D&DEPARTMENT JEJU 빈티지샵 두 곳을 거쳐 도착한 다음 행선지는 디앤디파트먼트 제주입니다. & 바닷가에 엄청 인접해 있어서 구경 갔
Cafe Lucia,유지,,서귀포시내,low,1,175231,,,9,9,20260316,85,카페루시아 본점,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 난드르로 49-17,이름불일치,카페 루시아 매일 09:30~20:00 (라스트오더 19:30) 제주 서귀포시 안덕면 난드르로 49-17 이번에 소개해 드릴 곳은 제주 서귀포 창천리에 위치한 ‘카페 루시아’CAF
당당카페,유지,,애월,low,1,25405,애월에서 방문한 카페로 언급됨.,,9,9,20260619,9209,당당,음식점>브런치,제주특별자치도 제주시 애월읍 중엄안1길 25 당당,이름불일치,당당 카페가 제주 여행의 첫 일정이었는데 시작부터 느낌이 너무 좋더라구요! 제주도의 상징 감귤도 열려있었어요. 건물 외관이 이쁘니까 다들 의자에서 사진 찍느라 바쁘더라구요~ 카운터
모래비,유지,,월정리,high,1,946,"바다 앞에서 푸른 바다 뷰를 즐길 수 있는 오션뷰 카페로, 월정리 바다 앞에서 여유롭게 커피를 마실 수 있다고 소개됨.",제주 제주시 구좌읍 월정리 536-4,9,9,20260624,2871,모래비 커피로스터스 & 베이커리,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 462 모래비카페,,"이번 제주여행에서 숙소는, 월정리해수욕장 근처로 잡았는데요. 숙소에서 도보 1분컷이었던, 월정리해수욕장이 한눈에 보이는 오션뷰 카페 '모래비카페' 소개해드리려구요. 숙소에서 너무 "
카페공작소,유지,,서귀포시내,low,2,919,서귀포 감성 카페 투어에 포함된 카페 이름으로 언급됨.,,9,9,20260510,1218,카페공작소,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 1446 1층,,제주도 오션뷰 카페공작소 영업시간: 매일 09:00 - 19:00 무료 주차장 주변 당근 주스 맛집은 거의 닫았는데 제주 세화카페 카페공작소는 오전 9시부터 오후 7시까지 영업해서
카페 공작소,유지,,세화,low,1,5859,,,9,9,20260510,1218,카페공작소,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 1446 1층,,제주도 오션뷰 카페공작소 영업시간: 매일 09:00 - 19:00 무료 주차장 주변 당근 주스 맛집은 거의 닫았는데 제주 세화카페 카페공작소는 오전 9시부터 오후 7시까지 영업해서
오르,유지,O,제주시내,low,1,3288,,,9,9,20260707,92777,카페 오르,"음식점>카페,디저트",제주특별자치도 제주시 동광로23길 15,,#금오름 #제주금오름 #금악오름 #제주오름 #제주오름추천 #제주도금오름 제주 오름 추천 제주도 금오름은 포장이 잘 되어 있어 편하게 오를 수 있는 오름이다. 그렇지만 오르막을 따라
Saganyang,유지,,함덕,low,1,12346,,,8,8,20260204,23,냥 소품샵 사가냥,"가구,인테리어>인테리어소품",제주특별자치도 제주시 조천읍 신북로 453 사가냥,이름불일치;비카페업종,0507-1324-2657 ⏰ 매일 13:00 - 18:00 ️ 가게 전용 소형 주차장 보유 https://www.instagram.com/saganyang 여기 진짜... 시민 
귤하르방,유지,,구좌,low,1,44350,,,8,8,20260621,64879,귤하르방,제조업>식료품제조,제주특별자치도 제주시 월산남길 201,비카페업종,#제주귤하르방 #제주귤하르방스냅 #귤하르방스냅 #아기제주스냅촬영 #아기랑제주 #아기스냅촬영 #아기컨셉촬영 #14개월아기랑제주 #니우스튜디오 #제주니우 #귤하르방 #제주스냅 #제주아
미띠뽀티하우스 Mitipo teaHaus,유지,,성산,low,1,102088,,,8,8,20260305,57,미띠뽀티하우스,"음식점>카페,디저트",제주특별자치도 제주시 오복2길 34 2층,,"네이버지도, 미띠뽀티하우스 @mitipo.teahaus 우와 ! 제주 여행 첫날 start 〰️ 찐한 맛에 고기 가득, 제주 미담 고기국수  제주도 왔으면 고기국수 먼저 먹어줘야쥬"
카페 다카포,유지,,표선,low,1,3095,,,8,8,20260524,40,다카포,브런치카페,제주특별자치도 서귀포시 표선면 표선백사로110번길 6,이름불일치,다카포 제주 서귀포시 표선면 표선백사로110번길 6 11:00 - 22:00 ( 브런치 11:00 - 14:30 17:00 - 20:00 ) 월요일 휴무 #표선맛집 #표선카페 #표
카페 도렐,유지,,우도,low,1,16669,,,8,8,20260212,1394,ttt COFFEE,"음식점>카페,디저트","제주특별자치도 서귀포시 성산읍 동류암로 20 플레이스 캠프 LOVE동 1, 2층",이름불일치,들른 #도렐 #도렐제주본점 제주랑 성수점 두 군데 있는 것 같다 그냥 구경하면서 걷다가 해가 뉘엿뉘엿... 주문하고 #제주카페 도렐 인테리어 구경 중 2층도 올라갈 볼걸 그랬다 사
제주시 베이커리 맛집,유지,,제주시내,low,1,6157,,,8,8,20260221,53197,아베베 베이커리 제주,"카페,디저트>베이커리",제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),이름불일치,맛을 모두 경험할 수 있어 좋았던 제주도 빵지순례 카페였어요️ #제주공항근처카페 #제주시카페 #제주시베이커리맛집 #제주도빵지순례 #제주도뷰맛집 #제주도벚꽃카페 #제주벚꽃카페 #제주
더리트리브 카페,유지,,서귀포시내,low,1,13021,,,8,8,20260621,3702,더리트리브,"카페,디저트>카페",제주특별자치도 서귀포시 안덕면 화순로 67,이름불일치,더리트리브 카페에요 겉은 뭔가 이게 카페인가 싶었는데 들어가보니 너무나 편안하고 감각적인 공간이라 소개드릴께요 제주 서귀포시 안덕면 화순로 67 0507-1387-8112 09:0
빌레못 카페,유지,,곽지,low,1,945,,,8,8,20260317,1764,빌레못,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 곽납로 133-7,이름불일치,"시간이 남아 어디를 갈까 검색하다가 운전해서 갈 만한 적당한 위치에, 수플레를 파는 카페가 있어 찾아왔다. 제주 빌레못 카페. 빌레못 검색하니, 동굴과 평야도 나오더라. 평평한 암"
카페 바당,유지,O,조천,high,1,2164,노을 뷰가 매우 아름답고 아기자기한 분위기로 사진 찍기 좋으며 앞에 작은 바닷길이 있다.,제주 제주시 조천읍 조천7길 19-19 1층,8,8,20260707,1780,카페바당,"카페,디저트>카페",제주특별자치도 제주시 조천읍 조천7길 19-19,,카페바당  제주 제주시 조천읍 조천7길 19-19 주차 :조천 7길 19-14  영업시간: 09:00 ~ 20:00 (19:30 라스트오더) ✓ 바다 가까운 카페 ✓ 작고 아기자기
무드제주 MOOD JEJU,유지,,제주시내,low,1,76699,,,7,7,20260620,7403,무드 제주,"가구,인테리어>인테리어소품",제주특별자치도 제주시 남성로 89 2층 무드,이름불일치;비카페업종,도착~^^ 무드 (Mood.Jeju) : 제주시 남성로 89 2층 (정자나무집 식 건물 2층) 영업시간 : 11시~18시 | 휴무일 없음 주차장 : 주차장 따로 없고 길 건너 무료
"키로로, 키에키 로스팅 룸",유지,,제주시내,mid,1,2973,관덕정에 단층 건물로 자리한 로스팅룸으로 호주식 카푸치노로 유명하다고 본문에 언급.,,7,7,20260223,306,키에키 로스팅 룸,"음식점>카페,디저트",제주특별자치도 제주시 중앙로 88-1 1층,이름불일치,"제주의 주차 지옥 공영주차장도 희소하고, 유료 주차라도 확보하면 다행 다행히 키에키 로스팅 룸... 키에키로스팅룸 키로로 주소 : 제주 제주시 중앙로 88-1 1층(이도 일동) 전"
MOUMOON (모우문),유지,,월정리,low,1,271,,,7,7,20251121,171,머문 베이커리카페,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 460 2층,이름불일치,"좋아하는 제주 #상춘재, 가족들이랑 제주 오면 꼭 들리는 곳 우리가족 모두 한식 사랑해! 급 오게 된... 사진도 많이많이 남겨둡니다 3월의 유채꽃과 사랑하는 우리가족 머문 베이커"
제주다카포,유지,,표선,low,1,93,,,7,7,20251224,600,다카포,브런치카페,제주특별자치도 서귀포시 표선면 표선백사로110번길 6,이름불일치,"제주 다카포가 기본적으로 음식을 잘하시네,,, 그리고 무엇보다 재료가 신선하고 맛있는걸 쓰시는듯! 뇨끼 트러플 크림파스타 17,0 이건 옥수수 스프 다음으로 내 원픽! 지금보니 얘"
교래향 조천 에코랜드 본점,유지,,조천,high,1,44214,,제주 제주시 조천읍 비자림로 638 1층,7,7,20260216,2406,교래향 조천 에코랜드 본점,한식>향토음식,제주특별자치도 제주시 조천읍 비자림로 638 1층,비카페업종,·영업시간· 매주 목요일 정기휴무 그 외 09:00 - 20:30 19:30 라스트 오더 ·위치· 제주특별자치도 제주시 조천읍 비자림로 638 1층 교래향 조천 에코랜드 본점 소개
스윗한,유지,,조천,high,1,44214,,제주 제주시 조천읍 와산리 1559-1,7,7,20260704,74538,스윗한,"가구,인테리어>인테리어소품",제주특별자치도 제주시 조천읍 함와로 566-27 102동 1층,비카페업종,#스윗한 #제주키링 #제주소품샵 여기도 가고싶어서 오래전에 미리 저장해둔 곳! 키링 하나하나 너무 소중하고 다 수제라서 집에 다 가지고 오고 싶었지만.. 절제.. 또 절제.. 다음
델문도김녕카페,유지,,김녕,mid,1,848,음료 2잔 제공(패키지 포함).,,7,7,20251215,6286,델문도 김녕점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 140,이름불일치,그곳은 바로 유명하기로 소문만 대형카페 델문도 김녕점 제주카페다. 일단 자리도 많이 있고 구좌읍에 위치해 있어서 동쪽 여행코스 잡기도 좋고 날씨가 너무 덥거나 혹은 비가 오거나 할
노을리카페 노을,유지,,기타,low,1,249,,,7,7,20260424,4506,노을리,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월해안로 654,이름불일치,"호텔입구에 자리한 노을이 예쁜 대형 애월카페 노을리 카페 노을리는 제주 서쪽, 노을이 가장 아름답게 지는 마을에 있는 오션뷰 애월카페다. 노을 지는 뷰가 예쁘다던 오션뷰 애월카페 "
오가닉 제주,유지,,세화,low,1,17896,,,7,7,20260522,16655,알로하제주,"쇼핑,유통>상가,아케이드",제주특별자치도 서귀포시 중문관광로 192 1층,이름불일치;비카페업종,더 늦기 전에 100% 천연 오가닉 제주온 풋귤크림으로 밤마다 편안한 꿀수면 챙겨보세요! ✨ #피부묘기증 #가려움완화 #제주온 #풋귤크림 #아기크림추천 #오가닉크림 #피부진정크림`
BERYL 베릴,유지,,협재,low,1,3517,,,6,6,20250822,233,베릴,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 협재1길 19-8 1층,이름불일치,"베릴(BERYL) 주소 : 제주 제주시 한림읍 협재1길 19-8 영업시간 : 매일 11:00-18:30 라스트오더 : 18:30 주차 : 협재포구, 강식당 옆 공영주차장 이용 (노"
동명정류장 카페,유지,,협재,mid,1,222,포토존이 있으며 수제 케이크와 밭담라떼를 제공. 귀여운 고양이가 있는 카페라는 본문 문맥이 있음.,,6,6,20260411,1594,동명정류장,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 동명7길 26,이름불일치,#한림카페 #제주카페 #제주도여행 #수류촌밭담길 #제주카페추천 #제주서쪽여행 #제주서쪽카페 #제주도소품샵 #제주소품샵 #제주도카페 #제주도카페추천 #제주동명정류장 #동명정류장 #동
카페 아일랜드조르바,유지,,함덕,low,1,2324,,,6,6,20251209,2358,아일랜드조르바,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 대수길 9,이름불일치,"커피를 할줄알고 좋아하는 친구가 라떼를 좋아하는 나에게 하염없이 추천을 했던 카페 아일랜드 조르바 오래된 명성만큼이나 분위기도 맛도 좋았다. 제주 동쪽, 관광지 말고 그냥 조용한 "
우정원베이커리카페,유지,,기타,low,1,419,,,8,6,20260707,808,우정원베이커리 제주삼나무점,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 송당동2길 7-39,,슈카님 베이커리 팝업으로 저렴한 소금빵이 이슈가 됐었죠? 제주 우정원베이커리 카페에서도 1주년... 10:00 - 19:30 #제주동쪽카페 #제주동쪽혼자카페 #제주소금빵 #제주베이
태희카페,유지,,곽지,low,1,220,,,6,6,20260211,4785,카페태희,음식점>양식,제주특별자치도 제주시 애월읍 곽지3길 27,이름불일치;비카페업종,#제주맛집 #곽지해수욕장맛집 #애월맛집 #제주카페태희 #카페태희 #제주피쉬앤칩스 #인생맛집 #제주낮술 #제주오션뷰카페 #곽지해변맛집 #제주여행코스 #제주노을맛집 #내돈내산
사우스본,유지,,기타,low,1,44,,,10,6,20260528,11,사우스본,"음식점>카페,디저트",제주특별자치도 제주시 간월동로 67-23 1층,,안녕하세요 오늘은 ㅎㅎ 사우스본! 다녀왔던 사진들을 보여드리려 해요~~ 사우스본은 세컨핸즈 제품과 빈티지 제품 그리고 머무시는 동안 즐길 수 있는 음료까지 경험할 수 있는 공간이예
조천 로스터리 카페,유지,,조천,mid,1,62117,"모닝커피와 소금빵, 로스터리 카페로 소개됨.",,6,6,20260517,583,포빈즈 로스터리카페,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 중산간동로 668 나동,이름불일치,제주 조천 로스터리카페 무우수 커피 로스터스 드립 필터 커피 맛집 추천 조천에서 이틀동안 맛있게 먹었던 카페 무우수 커피 로스터스 조천에 맛있는데가 많네 ㅋㅋ 조천 큰 대로변 한칸
해녀커피,유지,,안덕,low,1,363,,,5,5,20260124,9346,해녀커피,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 화순해안로106번길 37 1층,,"제주 해녀 커피 상세 정보 주소: 제주특별자치도 서귀포시 안덕면 화순 해안로 106번길 37 영업시간: 매일 10:00 ~ 18:00 (17:30 라스트오더) 일, 월 휴무 주요 "
애월빵공장·카페,유지,,애월,low,1,90196,,,5,5,20251118,11185,애월빵공장 앤 카페,"음식점>카페,디저트","제주특별자치도 제주시 애월읍 금성5길 42-15 1층, 2층 애월빵공장 앤 카페",이름불일치,오늘은 대구 북구에 제주도에 있던 애월빵공장 카페가 있다고 해서 바로 다녀온 리뷰를 작성하러... 빵 나오는시간 빵나오는 시간 참고해주세요! 오전에 가는것보다 오후에 가면 빵종류도
지구상회 애월본점,유지,,애월,high,1,3727,,제주 제주시 애월읍 애월해안로 715,5,5,20260622,5957,지구상회 제주애월본점,한식>생선회,제주특별자치도 제주시 애월읍 애월해안로 715 2층,이름불일치;비카페업종,밝을 때 오면 오션뷰도 보면서 먹을 수 있을 듯 친절하셨고 무난했던 횟집이었다 개인적으로 뿔소라보다 고등어회가 더 맛있는 집이었다 제주 애월 횟집 찾으시면 (횟집보단 술집에 가까운
Sohoro,유지,,함덕,low,1,12346,,,5,5,20260112,18,소호로,패션>보세의류,제주특별자치도 제주시 조천읍 함덕로 9 102호,이름불일치;비카페업종,눈누난나~ 신나신나~ ♬♪ 소호로 옷가게 (SOHORO) : 제주시 조천읍 함덕로 9 102호 영업시간 : 일 ~ 금 12시 ~ 18시 까지 휴무일 : 매주 토요일 정기휴무 주차장
집나간거북이,유지,,조천,high,1,1006,감귤밭이 있는 캠핑 감성의 야외 테이블과 의자가 있어 아이들과 가기 좋은 카페이며 크로플·마늘바게트(등껍빵) 등이 유명하다. 영업시간 10:00,제주 제주시 조천읍 와선로 164-5,5,5,20251216,8,집나간거북이,"카페,디저트>카페",제주특별자치도 제주시 조천읍 와선로 164-5 제1~2동 1층,,기대할게요   ❤️   #집나간거북이 #제주감성카페 #조천카페추천 #함덕근처카페 #제주감귤밭카페 #캠핑감성카페 #오두막카페 #투명돔카페 #제주바다크림라떼 #몽글라떼 #제주쿠키 #제
언더라운지 카페,유지,,함덕,low,1,703,,,5,5,20251221,2226,언더라운지 제주함덕점,"음식점>카페,디저트","제주특별자치도 제주시 조천읍 함덕로 40 5층, 6층",이름불일치,함덕 해수욕장에 갔다 방문한 '언더라운지 제주' 카페 후기입니다. 인생샷 찍기 좋은 오션뷰 카페... 언더 라운지에 오길 잘했다!라는 생각이 들었어요. 제주 언더라운지 카페 커피와
제주길,유지,O,서귀포시내,high,1,4171,"2층 주택개조 카페로, 인테리어 하나하나 기억에 남던 카페입니다.",제주 서귀포시 서문서로 16-1,7,5,20260623,4352150,제주길,"음식점>카페,디저트",제주특별자치도 서귀포시 서문서로 16-1,,"Sun 올레7코스의 절반 정도(9km)를 걸었던 날 남편을 기다리며 잠시 들렀던 서귀동 카페 "" cafe 제주, 길 "" 위치 제주 서귀포시 서문서로 16-1 문의 0507-1419"
바다다카페,유지,,중문,mid,1,1165,"오션뷰, 대형 카페로 베드와 수영장, 2층 뷰 등 좌석마다 다른 전망이 있음. 음료는 평범하다는 언급이 있음.",,5,5,20260610,176451,바다다,"음식점>카페,디저트",제주특별자치도 서귀포시 대포로 148-15,이름불일치,분위기 제주 감성 + 지중해 리조트 느낌 바다다의 매력 1. 제주 바다를 정면으로 감상 카페 앞이 바로... 분 제주 감성 카페 투어를 계획 중인 분 블로그 후기를 작성할 예정이라
세화 질그랭이 워케이션 센터 카페477,유지,,세화,high,1,10076,,제주시 구좌읍 세평항로 46-9,5,5,20250902,583,세화워케이션 질그랭이 거점센터,"여행,명소>체험마을",제주특별자치도 제주시 구좌읍 해맞이해안로 1392 2층 숨비빌레파크 오피스,이름불일치;비카페업종,"제주 지정 오피스는 천차만별이었다. 렌트 없이 대중교통으로 움직일 나는, 이용료에 더해 교통 편의성도 고려해야 했다. 이 모든 조건에 부합하는 곳이 바로 구좌 세화 질그랭이 워케이"
레미콘베이커리,유지,,조천,low,1,1678,,,5,5,20260426,295,레미콘,"카페,디저트>베이커리",제주특별자치도 제주시 거로남8길 21-32 101동,이름불일치,제주 빵지순례 레미콘 베이커리종류 아내와 나는 오전에 방문했는데 빵종류가 정말 다양했다. 오픈주방으로 되어있어서 신선한 빵을 구워내는 모습을 볼 수 있었다. 기본에 충실한 소금빵과
